species,scientific_name,start_time,end_time,confidence,label,File,timestamp_str,duration
Northern Mockingbird,Mimus polyglottos,30.0,33.0,0.42095449566841125,Mimus polyglottos_Northern Mockingbird,20250610_195400.WAV,20250610_195400,3.0
Yellow-vented Bulbul,Pycnonotus goiavier,36.0,39.0,0.1911996603012085,Pycnonotus goiavier_Yellow-vented Bulbul,20250610_195400.WAV,20250610_195400,3.0
Eurasian Jackdaw,Corvus monedula,36.0,39.0,0.10256251692771912,Corvus monedula_Eurasian Jackdaw,20250610_195400.WAV,20250610_195400,3.0
Mountain Bluebird,Sialia currucoides,39.0,42.0,0.3131079077720642,Sialia currucoides_Mountain Bluebird,20250610_195400.WAV,20250610_195400,3.0
Oilbird,Steatornis caripensis,48.0,51.0,0.31442221999168396,Steatornis caripensis_Oilbird,20250610_195400.WAV,20250610_195400,3.0
Oilbird,Steatornis caripensis,6.0,9.0,0.30718526244163513,Steatornis caripensis_Oilbird,20250610_195500.WAV,20250610_195500,3.0
Gray Francolin,Ortygornis pondicerianus,9.0,12.0,0.10233895480632782,Ortygornis pondicerianus_Gray Francolin,20250610_195500.WAV,20250610_195500,3.0
Engine,Engine,27.0,30.0,0.1182805523276329,Engine_Engine,20250610_195500.WAV,20250610_195500,3.0
Greater Yellowlegs,Tringa melanoleuca,30.0,33.0,0.1856786459684372,Tringa melanoleuca_Greater Yellowlegs,20250610_195500.WAV,20250610_195500,3.0
Oilbird,Steatornis caripensis,24.0,27.0,0.6486722230911255,Steatornis caripensis_Oilbird,20250610_195600.WAV,20250610_195600,3.0
Common Greenshank,Tringa nebularia,36.0,39.0,0.17710617184638977,Tringa nebularia_Common Greenshank,20250610_195600.WAV,20250610_195600,3.0
Eastern Bluebird,Sialia sialis,36.0,39.0,0.10049241781234741,Sialia sialis_Eastern Bluebird,20250610_195600.WAV,20250610_195600,3.0
Common Greenshank,Tringa nebularia,42.0,45.0,0.6137453317642212,Tringa nebularia_Common Greenshank,20250610_195600.WAV,20250610_195600,3.0
Spotted Crake,Porzana porzana,42.0,45.0,0.3055932819843292,Porzana porzana_Spotted Crake,20250610_195600.WAV,20250610_195600,3.0
Common Redshank,Tringa totanus,42.0,45.0,0.15672020614147186,Tringa totanus_Common Redshank,20250610_195600.WAV,20250610_195600,3.0
Eastern Bluebird,Sialia sialis,45.0,48.0,0.8341720700263977,Sialia sialis_Eastern Bluebird,20250610_195600.WAV,20250610_195600,3.0
Spotted Crake,Porzana porzana,51.0,54.0,0.19091260433197021,Porzana porzana_Spotted Crake,20250610_195600.WAV,20250610_195600,3.0
Northern Mockingbird,Mimus polyglottos,51.0,54.0,0.18162906169891357,Mimus polyglottos_Northern Mockingbird,20250610_195600.WAV,20250610_195600,3.0
Northern Cardinal,Cardinalis cardinalis,3.0,6.0,0.2498784065246582,Cardinalis cardinalis_Northern Cardinal,20250610_195700.WAV,20250610_195700,3.0
Bahama Mockingbird,Mimus gundlachii,6.0,9.0,0.4992353618144989,Mimus gundlachii_Bahama Mockingbird,20250610_195700.WAV,20250610_195700,3.0
Northern Mockingbird,Mimus polyglottos,6.0,9.0,0.24144570529460907,Mimus polyglottos_Northern Mockingbird,20250610_195700.WAV,20250610_195700,3.0
Northern Mockingbird,Mimus polyglottos,9.0,12.0,0.2637081742286682,Mimus polyglottos_Northern Mockingbird,20250610_195700.WAV,20250610_195700,3.0
California Thrasher,Toxostoma redivivum,9.0,12.0,0.11501199752092361,Toxostoma redivivum_California Thrasher,20250610_195700.WAV,20250610_195700,3.0
Black-billed Magpie,Pica hudsonia,15.0,18.0,0.1450655162334442,Pica hudsonia_Black-billed Magpie,20250610_195700.WAV,20250610_195700,3.0
Engine,Engine,30.0,33.0,0.10356888920068741,Engine_Engine,20250610_195700.WAV,20250610_195700,3.0
Northern Mockingbird,Mimus polyglottos,33.0,36.0,0.2687305510044098,Mimus polyglottos_Northern Mockingbird,20250610_195700.WAV,20250610_195700,3.0
Northern Mockingbird,Mimus polyglottos,36.0,39.0,0.35239124298095703,Mimus polyglottos_Northern Mockingbird,20250610_195700.WAV,20250610_195700,3.0
Red-shouldered Hawk,Buteo lineatus,36.0,39.0,0.26731717586517334,Buteo lineatus_Red-shouldered Hawk,20250610_195700.WAV,20250610_195700,3.0
Northern Mockingbird,Mimus polyglottos,39.0,42.0,0.2800602316856384,Mimus polyglottos_Northern Mockingbird,20250610_195700.WAV,20250610_195700,3.0
Eurasian Green Woodpecker,Picus viridis,42.0,45.0,0.5423169136047363,Picus viridis_Eurasian Green Woodpecker,20250610_195700.WAV,20250610_195700,3.0
Mountain Bluebird,Sialia currucoides,45.0,48.0,0.18780581653118134,Sialia currucoides_Mountain Bluebird,20250610_195700.WAV,20250610_195700,3.0
Red-shouldered Hawk,Buteo lineatus,48.0,51.0,0.12325776368379593,Buteo lineatus_Red-shouldered Hawk,20250610_195700.WAV,20250610_195700,3.0
Red-shouldered Hawk,Buteo lineatus,6.0,9.0,0.9423485994338989,Buteo lineatus_Red-shouldered Hawk,20250610_195800.WAV,20250610_195800,3.0
Red-shouldered Hawk,Buteo lineatus,9.0,12.0,0.4502128064632416,Buteo lineatus_Red-shouldered Hawk,20250610_195800.WAV,20250610_195800,3.0
Common Buzzard,Buteo buteo,9.0,12.0,0.1386527419090271,Buteo buteo_Common Buzzard,20250610_195800.WAV,20250610_195800,3.0
Red-whiskered Bulbul,Pycnonotus jocosus,12.0,15.0,0.10372979938983917,Pycnonotus jocosus_Red-whiskered Bulbul,20250610_195800.WAV,20250610_195800,3.0
Brown Thrasher,Toxostoma rufum,15.0,18.0,0.10222015529870987,Toxostoma rufum_Brown Thrasher,20250610_195800.WAV,20250610_195800,3.0
Western Bluebird,Sialia mexicana,24.0,27.0,0.11864273250102997,Sialia mexicana_Western Bluebird,20250610_195800.WAV,20250610_195800,3.0
Greater Pewee,Contopus pertinax,27.0,30.0,0.4921513795852661,Contopus pertinax_Greater Pewee,20250610_195800.WAV,20250610_195800,3.0
Northern Mockingbird,Mimus polyglottos,33.0,36.0,0.8514742255210876,Mimus polyglottos_Northern Mockingbird,20250610_195800.WAV,20250610_195800,3.0
Brown Thrasher,Toxostoma rufum,33.0,36.0,0.12885305285453796,Toxostoma rufum_Brown Thrasher,20250610_195800.WAV,20250610_195800,3.0
Hermit Thrush,Catharus guttatus,39.0,42.0,0.8992798328399658,Catharus guttatus_Hermit Thrush,20250610_195800.WAV,20250610_195800,3.0
Northern Mockingbird,Mimus polyglottos,48.0,51.0,0.1607065349817276,Mimus polyglottos_Northern Mockingbird,20250610_195800.WAV,20250610_195800,3.0
Common Nightingale,Luscinia megarhynchos,48.0,51.0,0.12471707165241241,Luscinia megarhynchos_Common Nightingale,20250610_195800.WAV,20250610_195800,3.0
American Robin,Turdus migratorius,51.0,54.0,0.15958787500858307,Turdus migratorius_American Robin,20250610_195800.WAV,20250610_195800,3.0
Northern Mockingbird,Mimus polyglottos,3.0,6.0,0.5592125058174133,Mimus polyglottos_Northern Mockingbird,20250610_195900.WAV,20250610_195900,3.0
Northern Cardinal,Cardinalis cardinalis,3.0,6.0,0.4732764959335327,Cardinalis cardinalis_Northern Cardinal,20250610_195900.WAV,20250610_195900,3.0
Elegant Crescentchest,Melanopareia elegans,6.0,9.0,0.1445077657699585,Melanopareia elegans_Elegant Crescentchest,20250610_195900.WAV,20250610_195900,3.0
European Bee-eater,Merops apiaster,15.0,18.0,0.1976621150970459,Merops apiaster_European Bee-eater,20250610_195900.WAV,20250610_195900,3.0
Strong-billed Woodcreeper,Xiphocolaptes promeropirhynchus,21.0,24.0,0.11756928265094757,Xiphocolaptes promeropirhynchus_Strong-billed Woodcreeper,20250610_195900.WAV,20250610_195900,3.0
Northern Mockingbird,Mimus polyglottos,27.0,30.0,0.3613036572933197,Mimus polyglottos_Northern Mockingbird,20250610_195900.WAV,20250610_195900,3.0
Song Sparrow,Melospiza melodia,33.0,36.0,0.37372761964797974,Melospiza melodia_Song Sparrow,20250610_195900.WAV,20250610_195900,3.0
Northern Mockingbird,Mimus polyglottos,33.0,36.0,0.11861062049865723,Mimus polyglottos_Northern Mockingbird,20250610_195900.WAV,20250610_195900,3.0
House Finch,Haemorhous mexicanus,39.0,42.0,0.13768485188484192,Haemorhous mexicanus_House Finch,20250610_195900.WAV,20250610_195900,3.0
Great Tit,Parus major,45.0,48.0,0.213719442486763,Parus major_Great Tit,20250610_195900.WAV,20250610_195900,3.0
Sakhalin Leaf Warbler,Phylloscopus borealoides,48.0,51.0,0.11568808555603027,Phylloscopus borealoides_Sakhalin Leaf Warbler,20250610_195900.WAV,20250610_195900,3.0
Great Tit,Parus major,48.0,51.0,0.10783517360687256,Parus major_Great Tit,20250610_195900.WAV,20250610_195900,3.0
Northern Cardinal,Cardinalis cardinalis,51.0,54.0,0.5062005519866943,Cardinalis cardinalis_Northern Cardinal,20250610_195900.WAV,20250610_195900,3.0
Winter Wren,Troglodytes hiemalis,0.0,3.0,0.12942440807819366,Troglodytes hiemalis_Winter Wren,20250610_200000.WAV,20250610_200000,3.0
Bewick's Wren,Thryomanes bewickii,9.0,12.0,0.14832641184329987,Thryomanes bewickii_Bewick's Wren,20250610_200000.WAV,20250610_200000,3.0
