Start (s),End (s),Scientific name,species,confidence,File,lat,lon,sensitivity,min_conf,timestamp_str,duration
15.0,18.0,Antrostomus ridgwayi,Buff-collared Nightjar,0.0427,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
18.0,21.0,Tyto alba,Barn Owl,0.1211,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
18.0,21.0,Pterophylla camellifolia,Common True Katydid,0.0664,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
18.0,21.0,Megascops asio,Eastern Screech-Owl,0.0642,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
18.0,21.0,Antrostomus ridgwayi,Buff-collared Nightjar,0.0498,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
18.0,21.0,Megascops kennicottii,Western Screech-Owl,0.0336,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
21.0,24.0,Antrostomus ridgwayi,Buff-collared Nightjar,0.053,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
21.0,24.0,Megascops gilesi,Santa Marta Screech-Owl,0.0516,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
21.0,24.0,Megascops petersoni,Cinnamon Screech-Owl,0.0435,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
21.0,24.0,Oecanthus nigricornis,Blackhorned Tree Cricket,0.0418,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
21.0,24.0,Glaucidium gnoma,Northern Pygmy-Owl,0.032,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
24.0,27.0,Megascops asio,Eastern Screech-Owl,0.0731,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
24.0,27.0,Antrostomus ridgwayi,Buff-collared Nightjar,0.0636,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
24.0,27.0,Bubo virginianus,Great Horned Owl,0.0552,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
24.0,27.0,Megascops petersoni,Cinnamon Screech-Owl,0.0459,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
24.0,27.0,Strix occidentalis,Spotted Owl,0.0364,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
27.0,30.0,Strix ocellata,Mottled Wood-Owl,0.103,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
27.0,30.0,Megascops petersoni,Cinnamon Screech-Owl,0.1013,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
27.0,30.0,Strix occidentalis,Spotted Owl,0.0539,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
27.0,30.0,Bubo virginianus,Great Horned Owl,0.0525,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
27.0,30.0,Xenoglaux loweryi,Long-whiskered Owlet,0.0331,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
30.0,33.0,Megascops petersoni,Cinnamon Screech-Owl,0.2952,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
30.0,33.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0555,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
30.0,33.0,Antrostomus ridgwayi,Buff-collared Nightjar,0.0309,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
30.0,33.0,Bubo virginianus,Great Horned Owl,0.0203,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
30.0,33.0,Megascops asio,Eastern Screech-Owl,0.0193,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
33.0,36.0,Megascops petersoni,Cinnamon Screech-Owl,0.0277,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
33.0,36.0,Strix occidentalis,Spotted Owl,0.0203,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
33.0,36.0,Strix ocellata,Mottled Wood-Owl,0.0189,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
33.0,36.0,Ciccaba virgata,Mottled Owl,0.0143,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
33.0,36.0,Megascops gilesi,Santa Marta Screech-Owl,0.0142,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
36.0,39.0,Megascops gilesi,Santa Marta Screech-Owl,0.0254,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
36.0,39.0,Megascops petersoni,Cinnamon Screech-Owl,0.0208,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
36.0,39.0,Coragyps atratus,Black Vulture,0.0149,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
36.0,39.0,Megascops asio,Eastern Screech-Owl,0.0144,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
36.0,39.0,Micrathene whitneyi,Elf Owl,0.012,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
39.0,42.0,Orocharis saltator,Jumping Bush Cricket,0.0841,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
39.0,42.0,Megascops asio,Eastern Screech-Owl,0.0712,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
39.0,42.0,Otus pamelae,Arabian Scops-Owl,0.07,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
39.0,42.0,Megascops kennicottii,Western Screech-Owl,0.0377,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
39.0,42.0,Megascops petersoni,Cinnamon Screech-Owl,0.0261,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
42.0,45.0,Oecanthus niveus,Narrow-winged Tree Cricket,0.0767,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
42.0,45.0,Orocharis saltator,Jumping Bush Cricket,0.0561,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
42.0,45.0,Megascops asio,Eastern Screech-Owl,0.0547,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
42.0,45.0,Megascops petersoni,Cinnamon Screech-Owl,0.0377,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
42.0,45.0,Glaucidium brasilianum,Ferruginous Pygmy-Owl,0.0366,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
45.0,48.0,Megascops petersoni,Cinnamon Screech-Owl,0.0984,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
45.0,48.0,Scolopax rusticola,Eurasian Woodcock,0.0716,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
45.0,48.0,Megascops asio,Eastern Screech-Owl,0.0591,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
45.0,48.0,Bubo virginianus,Great Horned Owl,0.0464,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
45.0,48.0,Megascops kennicottii,Western Screech-Owl,0.0384,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
48.0,51.0,Megascops petersoni,Cinnamon Screech-Owl,0.1864,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
48.0,51.0,Oecanthus exclamationis,Davis's Tree Cricket,0.0765,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
48.0,51.0,Bubo virginianus,Great Horned Owl,0.0467,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
48.0,51.0,Xenoglaux loweryi,Long-whiskered Owlet,0.0459,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
48.0,51.0,Megascops asio,Eastern Screech-Owl,0.0382,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
51.0,54.0,Oecanthus exclamationis,Davis's Tree Cricket,0.1006,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
51.0,54.0,Megascops petersoni,Cinnamon Screech-Owl,0.0904,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
51.0,54.0,Tyto alba,Barn Owl,0.0508,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
51.0,54.0,Megascops asio,Eastern Screech-Owl,0.0466,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
51.0,54.0,Bubo virginianus,Great Horned Owl,0.042,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
54.0,57.0,Megascops petersoni,Cinnamon Screech-Owl,0.0388,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
54.0,57.0,Oecanthus exclamationis,Davis's Tree Cricket,0.0306,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
54.0,57.0,Orocharis saltator,Jumping Bush Cricket,0.026,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
54.0,57.0,Otus pamelae,Arabian Scops-Owl,0.0135,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
54.0,57.0,Xenoglaux loweryi,Long-whiskered Owlet,0.0131,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073300.WAV,-1.0,-1.0,1.0,0.25,20250610_073300,3.0
0.0,3.0,Otus sunia,Oriental Scops-Owl,0.0295,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
0.0,3.0,Megascops petersoni,Cinnamon Screech-Owl,0.0256,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
0.0,3.0,Megascops gilesi,Santa Marta Screech-Owl,0.0182,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
0.0,3.0,Bubo virginianus,Great Horned Owl,0.0157,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
0.0,3.0,Engine,Engine,0.014,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
3.0,6.0,Megascops petersoni,Cinnamon Screech-Owl,0.2577,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
3.0,6.0,Otus sunia,Oriental Scops-Owl,0.0464,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
3.0,6.0,Bubo virginianus,Great Horned Owl,0.0294,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
3.0,6.0,Strix leptogrammica,Brown Wood-Owl,0.018,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
3.0,6.0,Megascops gilesi,Santa Marta Screech-Owl,0.0164,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
6.0,9.0,Oecanthus exclamationis,Davis's Tree Cricket,0.0378,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
6.0,9.0,Megascops petersoni,Cinnamon Screech-Owl,0.0264,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
6.0,9.0,Orocharis saltator,Jumping Bush Cricket,0.0136,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
6.0,9.0,Strix occidentalis,Spotted Owl,0.0131,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
6.0,9.0,Megascops asio,Eastern Screech-Owl,0.0113,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
9.0,12.0,Orocharis saltator,Jumping Bush Cricket,0.0266,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
9.0,12.0,Megascops asio,Eastern Screech-Owl,0.0221,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
9.0,12.0,Oecanthus exclamationis,Davis's Tree Cricket,0.019,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
9.0,12.0,Scudderia texensis,Texas Bush Katydid,0.015,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
9.0,12.0,Otus pamelae,Arabian Scops-Owl,0.0124,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
12.0,15.0,Megascops asio,Eastern Screech-Owl,0.059,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
12.0,15.0,Tyto alba,Barn Owl,0.0522,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
12.0,15.0,Megascops petersoni,Cinnamon Screech-Owl,0.0268,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
12.0,15.0,Antrostomus ridgwayi,Buff-collared Nightjar,0.0133,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
12.0,15.0,Oecanthus exclamationis,Davis's Tree Cricket,0.0129,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
15.0,18.0,Oecanthus exclamationis,Davis's Tree Cricket,0.0531,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
15.0,18.0,Megascops asio,Eastern Screech-Owl,0.0187,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
15.0,18.0,Strix occidentalis,Spotted Owl,0.0163,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
15.0,18.0,Bubo virginianus,Great Horned Owl,0.0086,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
15.0,18.0,Antrostomus ridgwayi,Buff-collared Nightjar,0.0072,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
18.0,21.0,Megascops petersoni,Cinnamon Screech-Owl,0.0578,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
18.0,21.0,Megascops asio,Eastern Screech-Owl,0.0382,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
18.0,21.0,Antrostomus ridgwayi,Buff-collared Nightjar,0.03,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
18.0,21.0,Bubo virginianus,Great Horned Owl,0.0259,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
18.0,21.0,Strix occidentalis,Spotted Owl,0.0238,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
21.0,24.0,Bubo virginianus,Great Horned Owl,0.0611,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
21.0,24.0,Megascops asio,Eastern Screech-Owl,0.0542,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
21.0,24.0,Oecanthus exclamationis,Davis's Tree Cricket,0.0501,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
21.0,24.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0355,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
21.0,24.0,Strix varia,Barred Owl,0.0279,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
24.0,27.0,Megascops petersoni,Cinnamon Screech-Owl,0.0561,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
24.0,27.0,Bubo virginianus,Great Horned Owl,0.0559,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
24.0,27.0,Megascops asio,Eastern Screech-Owl,0.0483,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
24.0,27.0,Megascops kennicottii,Western Screech-Owl,0.039,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
24.0,27.0,Scolopax bukidnonensis,Bukidnon Woodcock,0.038,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
27.0,30.0,Antrostomus ridgwayi,Buff-collared Nightjar,0.0821,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
27.0,30.0,Megascops kennicottii,Western Screech-Owl,0.059,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
27.0,30.0,Megascops asio,Eastern Screech-Owl,0.0501,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
27.0,30.0,Bubo virginianus,Great Horned Owl,0.0442,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
27.0,30.0,Strix occidentalis,Spotted Owl,0.025,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
30.0,33.0,Megascops petersoni,Cinnamon Screech-Owl,0.1414,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
30.0,33.0,Oecanthus exclamationis,Davis's Tree Cricket,0.0744,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
30.0,33.0,Orocharis saltator,Jumping Bush Cricket,0.0523,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
30.0,33.0,Megascops asio,Eastern Screech-Owl,0.0513,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
30.0,33.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0299,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
33.0,36.0,Oecanthus exclamationis,Davis's Tree Cricket,0.073,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
33.0,36.0,Megascops petersoni,Cinnamon Screech-Owl,0.0531,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
33.0,36.0,Oecanthus nigricornis,Blackhorned Tree Cricket,0.0381,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
33.0,36.0,Bubo virginianus,Great Horned Owl,0.0367,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
33.0,36.0,Orocharis saltator,Jumping Bush Cricket,0.0301,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
36.0,39.0,Megascops petersoni,Cinnamon Screech-Owl,0.1498,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
36.0,39.0,Megascops asio,Eastern Screech-Owl,0.0474,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
36.0,39.0,Orocharis saltator,Jumping Bush Cricket,0.0437,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
36.0,39.0,Strix occidentalis,Spotted Owl,0.0254,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
36.0,39.0,Bubo virginianus,Great Horned Owl,0.0254,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
39.0,42.0,Megascops asio,Eastern Screech-Owl,0.0878,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
39.0,42.0,Megascops petersoni,Cinnamon Screech-Owl,0.0776,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
39.0,42.0,Megascops gilesi,Santa Marta Screech-Owl,0.0532,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
39.0,42.0,Ixoreus naevius,Varied Thrush,0.0327,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
39.0,42.0,Bubo virginianus,Great Horned Owl,0.0299,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
42.0,45.0,Megascops petersoni,Cinnamon Screech-Owl,0.1066,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
42.0,45.0,Orocharis saltator,Jumping Bush Cricket,0.0819,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
42.0,45.0,Tyto alba,Barn Owl,0.0557,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
42.0,45.0,Oecanthus niveus,Narrow-winged Tree Cricket,0.0485,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
42.0,45.0,Oecanthus exclamationis,Davis's Tree Cricket,0.0288,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_073400.WAV,-1.0,-1.0,1.0,0.25,20250610_073400,3.0
